Date,Actual Price,Discount Price
2024-04-29,218998,218998
2024-05-01,218998,218998
2024-05-04,218998,218998
2024-05-05,218998,218998
2024-05-07,218998,218998
2024-05-09,218998,218998
2024-05-11,218998,218998
2024-05-13,218998,218998
2024-05-14,218998,218998
2024-05-16,218998,218998
2024-05-17,218998,218998
2024-05-18,218998,218998
2024-05-20,65000,51999
