Date,Actual Price,Discount Price
2024-04-29,98999,98999
2024-05-01,98999,98999
2024-05-04,98999,98999
2024-05-05,98999,98999
2024-05-07,98999,98999
2024-05-09,98999,98999
2024-05-11,98999,98999
2024-05-13,98999,98999
2024-05-14,98999,98999
2024-05-16,98999,98999
2024-05-17,98999,98999
2024-05-18,98999,98999
2024-05-29,98999,98999
2024-05-30,98999,98999
2024-05-31,98999,98999
