Date,Actual Price,Discount Price
2024-04-29,89200,89200
2024-05-01,89200,89200
2024-05-04,89200,89200
2024-05-05,89200,89200
2024-05-07,89200,89200
2024-05-09,89200,89200
2024-05-11,89200,89200
2024-05-13,89200,89200
2024-05-14,89200,89200
2024-05-16,89200,87000
2024-05-17,89200,87000
2024-05-18,89200,87000
2024-05-29,89200,87000
2024-05-30,89200,87000
2024-05-31,89200,87000
2024-06-01,89200,87000
