Date,Actual Price,Discount Price
2024-04-29,57999,57999
2024-05-01,57999,57999
2024-05-04,57999,57999
2024-05-05,57999,57999
2024-05-07,57999,57999
2024-05-09,57999,57999
2024-05-11,57999,57999
2024-05-13,57999,57999
2024-05-15,57999,57999
