Date,Actual Price,Discount Price
2024-04-29,89000,89000
2024-05-01,89000,89000
2024-05-04,89000,89000
2024-05-05,89000,89000
2024-05-07,89000,89000
2024-05-09,89000,89000
2024-05-11,89000,89000
2024-05-13,89000,89000
2024-05-15,89000,89000
