Date,Actual Price,Discount Price
2024-04-29,187777,187777
2024-05-01,,
2024-05-04,187777,187777
2024-05-05,187777,187777
2024-05-07,187777,187777
2024-05-09,187777,187777
2024-05-11,187777,187777
2024-05-13,187777,187777
2024-05-14,187777,187777
2024-05-16,187777,187777
2024-05-17,187777,187777
2024-05-18,187777,187777
2024-05-20,95000,82890
2024-05-21,69900,69900
2024-05-27,69900,69900
2024-05-27,69900,69900
