Date,Actual Price,Discount Price
2024-04-29,154599,154599
2024-05-01,154599,154599
2024-05-04,154599,154599
2024-05-05,154599,154599
2024-05-07,154599,154599
2024-05-09,154599,154599
2024-05-11,154599,154599
2024-05-13,154599,154599
2024-05-14,154599,154599
2024-05-16,154599,154599
2024-05-17,154599,154599
2024-05-18,154599,154599
2024-05-29,154599,154599
2024-05-30,154599,154599
2024-05-31,154599,154599
2024-06-01,154599,154599
2024-06-03,154599,154599
2024-06-04,154599,154599
2024-06-15,154599,154599
