Date,Actual Price,Discount Price
2024-04-29,69300,47400
2024-05-01,69300,47400
2024-05-04,69300,47400
2024-05-05,69300,47400
2024-05-07,69300,47400
2024-05-09,69300,47400
2024-05-11,69300,47400
2024-05-13,69300,47400
2024-05-14,69300,47400
2024-05-16,69300,47400
2024-05-17,69300,47400
2024-05-18,69300,47400
