Date,Actual Price,Discount Price
2024-04-29,156100,138000
2024-05-01,156100,138000
2024-05-04,156100,138000
2024-05-05,156100,138000
2024-05-07,156100,138000
2024-05-09,156100,138000
2024-05-11,156100,138000
2024-05-13,156100,138000
2024-05-14,156100,138000
2024-05-16,156100,138000
2024-05-17,156100,138000
2024-05-18,156100,138000
2024-05-29,156100,138000
2024-05-30,156100,138000
2024-05-31,156100,138000
2024-06-01,156100,138000
2024-06-03,156100,138000
2024-06-04,156100,138000
2024-06-15,156100,138000
