Date,Actual Price,Discount Price
2024-04-29,96999,96999
2024-05-01,96999,96999
2024-05-04,96999,96999
2024-05-05,96999,95499
2024-05-07,96999,95499
2024-05-09,96999,95499
2024-05-11,96999,95499
2024-05-13,96999,96999
2024-05-14,96999,96999
2024-05-16,96999,96999
2024-05-17,96999,96999
2024-05-18,96999,96999
2024-05-29,96999,96999
2024-05-31,96999,96999
2024-06-01,96999,96999
2024-06-03,96999,96999
