Date,Actual Price,Discount Price
2024-04-29,125000,64999
2024-05-01,125000,64999
2024-05-04,125000,85000
2024-05-05,125000,85000
2024-05-07,125000,85000
2024-05-09,125000,85000
2024-05-11,95000,75000
2024-05-13,95000,75000
2024-05-14,95000,75000
2024-05-16,95000,75000
2024-05-17,95000,75000
2024-05-18,95000,75000
2024-05-29,95000,75000
2024-05-30,95000,75000
2024-05-31,95000,75000
2024-06-01,95000,92000
2024-06-03,95000,92000
