Date,Actual Price,Discount Price
2024-04-29,113000,113000
2024-05-01,113000,113000
2024-05-04,113000,113000
2024-05-05,113000,113000
2024-05-07,113000,113000
2024-05-09,113000,113000
2024-05-11,113000,113000
2024-05-13,113000,113000
2024-05-14,113000,113000
2024-05-16,113000,113000
2024-05-17,113000,113000
2024-05-18,113000,113000
2024-05-20,62000,62000
2024-05-21,65000,65000
