Date,Actual Price,Discount Price
2024-04-29,153000,153000
2024-05-01,153000,153000
2024-05-04,153000,153000
2024-05-05,153000,153000
2024-05-07,153000,153000
2024-05-09,153000,153000
2024-05-11,153000,153000
2024-05-13,153000,153000
2024-05-14,153000,153000
2024-05-16,153000,153000
2024-05-17,153000,153000
2024-05-18,153000,153000
2024-05-20,123000,113990
