Date,Actual Price,Discount Price
2024-04-29,272000,272000
2024-05-01,272000,272000
2024-05-04,272000,272000
2024-05-05,272000,272000
2024-05-07,272000,272000
2024-05-09,272000,272000
2024-05-11,272000,272000
2024-05-13,272000,272000
2024-05-14,272000,272000
2024-05-16,272000,272000
2024-05-17,272000,272000
2024-05-18,272000,272000
2024-05-29,272000,272000
2024-05-30,272000,272000
2024-05-31,272000,272000
2024-06-01,272000,272000
2024-06-03,272000,272000
2024-06-04,272000,272000
