Date,Actual Price,Discount Price
2024-04-29,244000,218000
2024-05-01,244000,218000
2024-05-04,244000,218000
2024-05-05,244000,218000
2024-05-07,244000,218000
2024-05-09,244000,218000
2024-05-11,244000,218000
2024-05-13,244000,218000
2024-05-14,244000,218000
2024-05-16,244000,218000
2024-05-17,244000,218000
2024-05-18,244000,218000
2024-05-29,244000,218000
2024-05-30,244000,218000
2024-05-31,244000,218000
2024-06-01,244000,218000
