Date,Actual Price,Discount Price
2024-04-29,115500,115500
2024-05-01,115500,115500
2024-05-04,115500,115500
2024-05-05,115500,115500
2024-05-07,115500,115500
2024-05-09,115500,115500
2024-05-11,115500,115500
2024-05-13,115500,115500
2024-05-14,115500,115500
2024-05-16,115500,115500
2024-05-17,115500,115500
2024-05-18,115500,115500
2024-05-29,115500,115500
2024-05-30,115500,115500
2024-05-31,115500,115500
2024-06-01,115500,115500
2024-06-03,115500,115500
2024-06-04,115500,115500
2024-06-15,115500,115500
