Date,Actual Price,Discount Price
2024-04-29,216666,216666
2024-05-01,216666,216666
2024-05-04,216666,216666
2024-05-05,216666,216666
2024-05-07,216666,216666
2024-05-09,216666,216666
2024-05-11,216666,216666
2024-05-13,216666,216666
2024-05-14,216666,216666
2024-05-16,216666,216666
2024-05-17,216666,216666
2024-05-18,216666,216666
2024-05-20,109000,109000
