id,brand,model,price,processor,ram memory,display size,storage capacity
809bdc30a6,asus,ZenBook 14X,21,5,2,9,4
900e613823,acer,Swift 3,14,3,4,7,4
b680a576dd,lenovo,IDEAPAD 1,6,3,2,11,3
3e5b473a1f,hp,Envy x360,11,5,2,11,4
94e4f8a51b,acer,Swift 5,28,5,4,7,5
12e3ee7cda,asus,Vivobook K513Eq,38,3,2,11,4
e6e1213e65,dell,Latitude 5320,10,5,2,4,3
0f839316e6,acer,Aspire 3,31,2,1,11,3
b6b209407a,dell,XPS 13,31,5,4,4,4
426fe2b88e,dell,Inspiron 7490,8,3,2,7,3
efe3c24e07,lenovo,Thinkpad X13,69,3,4,4,4
0e82942362,hp,Elitebook 830,19,5,4,4,4
56c172684d,acer,Aspire 5,64,2,1,11,3
e67571d9d5,lenovo,IdeaPad 1,6,3,2,7,4
365beaeed2,lenovo,ThinkPad L14,14,3,4,7,4
30aec78dcd,asus,Vivobook X1502Za,21,5,2,11,4
8f924d6427,asus,TUF F15,13,5,4,11,4
4b1b310c12,lenovo,IdeaPad 3i,30,2,1,11,2
76b74cb197,dell,Vostro 3400,14,3,2,7,3
064394ad35,dell,Latitude 3420,9,5,2,7,5
3100104426,acer,swift3 42,23,3,2,7,4
22b1dbcf6a,asus,TUF F15,14,5,4,11,5
0e663e8167,dell,Inspiron 5402,13,3,2,7,4
e8bd6c200f,asus,VivoBook E410MA,15,1,1,7,3
cec67a896b,microsoft,Surface Laptop,10,5,2,10,4
0a7746ce15,dell,Vostro 15,11,3,2,11,4
3d1587578e,asus,Zenbook 14,14,5,4,7,5
2f277eca8e,lenovo,Thinkpad L14,10,3,4,7,4
8b01e31cbf,asus,Vivobook F512J,16,3,2,11,3
db870c3559,hp,Laptop 15S,9,5,2,11,4
b097bfe5e0,dell,Latitude 3420,20,3,2,7,4
44ca1bd138,dell,Latitude 3420,20,5,2,7,3
53ad6cfdb4,lenovo,V15 With,27,3,2,11,3
84820ef13e,asus,Zenbook 14X,24,3,2,7,4
02ef918357,asus,Vivobook Pro,11,5,4,7,5
d866a37955,asus,Vivobook X515Ea,8,2,1,11,3
b8c6e7fdb0,dell,Inspiron 3501,16,3,2,11,4
80a2f88a28,asus,Vivobook 14,30,2,1,11,3
91647f1e04,lenovo,IdeaPad 3,13,2,2,7,4
40068e01c9,dell,Inspirion 3501,28,5,2,11,4
b1c0622df6,hp,15 Dw,9,3,2,11,3
bfab7a138f,asus,ZenBook Flip,11,5,4,7,5
9a639b287f,lenovo,IdeaPad Flex,22,1,1,2,3
ced96c75c1,acer,Aspire Vero,11,5,4,11,4
9842ed3ed9,asus,ZenBook Flip,18,3,4,4,4
9f417ae4bf,hp,Envy 13,9,5,2,4,4
edb073c98a,hp,ENVY x360,7,5,4,7,4
b6ab9f55a2,dell,Vostro 3520/Core,24,3,2,11,3
5432c4eab1,hp,14 cf2224Nia,11,3,1,7,5
d500bdea6a,hp,Laptop 15S,37,3,2,11,4
b3064d71d9,hp,Envy 14,13,3,2,7,4
6152375969,asus,Vivobook X1503Za,7,3,2,11,4
4b5fa7b4b9,asus,Vivobook E410Ma,99,1,1,7,3
d569e1b311,asus,VivoBook X413JA,27,2,1,7,2
acbb017d06,msi,GS66 Stealth,14,5,4,11,4
578e9b5407,msi,Modern 15,16,3,2,11,3
7230806362,msi,Modern 14,19,3,2,7,4
3ad57d4ee6,asus,ZenBook Flip,14,5,4,4,4
fd4190ca5d,msi,Note Book,39,3,2,7,3
1c46fcaa2c,acer,Aspire 3,20,2,2,11,3
c8ede61334,dell,Inspiron 3501,19,5,2,11,4
b30619771a,hp,Omen 16,10,5,4,13,4
352540334b,dell,WYSE 5470,13,1,2,7,3
43c72e3b66,dell,XPS 13,20,5,4,4,5
b5418e098a,dell,Vostro 3520,10,3,2,11,3
dbb1ac2190,msi,Summit E16,18,5,4,11,5
d4337d2ccc,dell,Inspiron 7391,21,5,2,4,4
06c482ba04,lenovo,Ideapad 3,20,3,2,7,4
05e3ba6561,acer,Aspire 5,14,3,2,11,3
3757ee6797,hp,14S fq1052Au,34,2,1,7,3
8570d5ebda,asus,Vivobook Tp470,35,3,2,7,3
8c9cac92eb,asus,2023 Zenbook,27,5,4,7,5
0f82b9a19e,asus,Vivobook Pro,17,8,4,12,5
453de21ac9,dell,Inspirion 3501,21,3,1,11,5
905ca481bb,dell,Inspiron 5406,15,3,2,7,3
74c0182b97,asus,VivoBook X513E,11,2,1,11,3
cde689e0c1,acer,Aspire 5,9,3,2,11,4
189f9aa8fc,acer,Aspire 3,69,2,1,11,3
fe28db832d,lenovo,V15 Laptop/,27,1,1,11,3
c340813294,acer,TravelMate Spin,24,1,1,3,2
a97aa91fa7,acer,Swift 3,12,3,4,7,4
6f66cf2260,lenovo,Flex 5,13,3,2,7,4
d9bda91d47,msi,GE76 Raider,21,5,4,16,6
6e64824541,msi,Modern 15,24,3,2,11,4
0f88b78f4b,asus,VivoBook 15,13,3,2,11,4
ad0ec3bd89,asus,ZenBook 14,10,5,4,7,4
7aeca7bc72,dell,Inspiron 5310,21,5,2,4,4
e18cc4949e,asus,VIVOBOOK E1404G,23,2,2,7,3
3893f4d2e8,dell,Vostro 3510,17,5,2,11,4
c0a84f6fdf,dell,Latitude 7420,9,5,4,7,4
e6f1e81786,acer,Aspire 5,12,3,2,11,4
6171544cfb,acer,Aspire 3,21,5,2,11,3
328e4690c1,lenovo,IdeaPad 3,15,3,2,11,4
3f0d6fd8f5,asus,ZenBook 14X,18,5,2,7,5
85c12f66b5,asus,VivoBook Flip,42,3,1,7,3
58058a9832,asus,ROG Strix,17,5,4,11,5
337107c692,asus,VIVOBOOK Z1504Z,17,5,2,7,4
fa3a51a7f8,acer,Aspire 5,18,3,2,11,4
4fcf62398b,lenovo,IdeaPad Slim,15,2,2,11,3
b6ee6b0720,asus,R565E With,15,3,2,11,3
e8970b15de,lenovo,Slim 7,54,5,2,7,3
a6c69e0259,acer,Aspire 5,11,5,2,11,4
c00e10725c,asus,Zenbook S,37,3,2,4,4
7b0703dcfb,asus,Zenbook Duo,36,5,4,12,5
0ab7bf9ab9,dell,Inspiron 15,19,3,2,11,4
7dde4b3bad,acer,Swift 3,31,5,2,7,3
5de29ccb9a,asus,Vivobook F415Ea,8,3,2,7,3
23008b900e,asus,VivoBook 14,12,3,2,7,4
f37048f83c,dell,Latitude 3420,13,5,2,7,3
84c1d7a2a9,asus,L510M Ultra,61,1,1,11,2
c521099ea5,acer,Aspire 5,25,5,2,11,4
e869e2160c,lenovo,ThinkPad P14S,17,3,4,7,4
d2cdfb4b2b,lenovo,IdeaPad 3,21,3,2,11,4
93a52fc88d,asus,ZENBOOK 14,27,3,2,7,5
90bc923b7e,asus,Vivobook M1503Qa,38,3,2,11,4
8cec5bdbc9,dell,Latitude 3420,10,3,2,7,5
7152844f98,acer,Swift 2021,10,5,2,4,4
9fad31052b,dell,G5 15,19,5,4,11,5
b930f3dc7a,hp,Pavilion 15,11,5,2,11,4
e894f6510a,msi,Modern B11M,14,3,2,7,4
05f1406945,hp,EliteBook 835,11,5,4,4,4
96048bb6f6,dell,Alienware M15,9,5,2,11,5
3ff0050e6f,asus,Vivobook 15,24,1,1,11,3
43e9296669,hp,14 DK1031DX,27,2,2,8,5
8cad8afd51,asus,VivoBook 14,14,2,1,7,3
cab6e43e45,dell,Vostro 3510,33,5,2,11,4
974fe0901b,asus,Zenbook 14,12,3,2,7,3
0a87cde85d,microsoft,Surface 3,15,3,4,5,3
e2772877b0,microsoft,Surface 3,20,5,4,10,3
b57675c0d7,asus,Vivobook Flip,23,8,4,7,5
d08e4b0664,acer,Aspire 3,40,2,1,11,3
ed33e745e5,lenovo,IdeaPad 1,20,2,1,7,3
06a58e9cf0,lenovo,V15 Ryzen,27,3,2,11,3
2d5c510b4d,msi,Summit B15,28,5,2,11,4
2a9fac4d7b,xlab,x Book,22,2,2,11,3
a27127bebd,hp,Pavilion Laptop,19,3,2,7,4
f1178537d4,acer,Aspire 3,26,2,2,10,3
6b6f75c60e,acer,Aspire 5,21,5,2,11,4
1509607ca7,asus,Zenbook Q408Ug,23,3,2,7,3
f7667695e7,honor,Magicbook X,10,3,2,11,4
d73c189340,dell,Inspiron 7400,14,5,2,9,4
628da8f9a1,acer,Swift 3,16,5,4,7,5
dfb2269938,asus,ZenBook Flip,39,3,2,7,4
e4d8f49249,asus,13Th Gen,16,5,4,7,5
f6d09c91be,asus,ZenBook 13,6,3,2,4,4
209bd4c2ea,dell,Inspirion 3505,24,3,2,11,3
fc1ceaac48,dell,Inspiron 5501/,9,3,2,11,3
1524a5a7bc,dell,Precision 5470,23,5,6,7,4
56c7bc53cc,asus,Zenbook 14,8,5,4,7,4
b3e0483ba5,hp,Victus Intel,24,3,2,11,3
c58abec566,lenovo,IP Gaming,14,3,2,11,3
38b14a52a6,asus,ROG Strix,32,5,4,12,5
412e3acb18,acer,Aspire 5,12,3,2,7,4
a7677ee325,dell,Alienware M15,17,5,4,11,4
af017a8858,dell,Inspiron 14,8,3,2,7,4
44918ce637,asus,Zenbook 14,29,5,4,12,4
9afe2c1b80,acer,Aspire 5,8,3,2,11,3
866b55eaaf,lenovo,Ideapad 5,18,3,2,11,4
68ecce1588,acer,Aspire 3,10,3,1,7,5
fdc01ae75d,asus,Vivobook S435,22,5,2,7,4
9592a48f13,acer,Swift 3,9,3,4,7,4
dfb37652ea,dell,G5 2021,17,5,4,11,4
f9c624d547,dell,XPS 13,25,5,4,4,4
7be5c6adf3,dell,Inspiron 7405,12,3,2,7,3
4d6f4aa63c,hp,Laptop 240,19,2,2,7,3
3d0d43f904,lenovo,IdeaPad Flex,22,3,2,7,3
b97034884c,lenovo,IdeaPad 1,22,5,2,7,4
2a72f673e4,acer,Swift 3,57,2,2,7,3
18937ce447,asus,Vivobook M1603Qa,58,5,2,11,5
e88fc381fa,dell,XPS 13,27,5,2,4,4
7f8aa62cb5,msi,GE66 Raider,31,5,4,11,5
88e8cd8760,asus,VivoBook S15,37,5,4,11,4
09c4acf71d,dell,Inspiron 7405,7,3,2,7,3
c0e8bb0f8e,acer,Aspire 5,12,5,2,7,4
b3c6906b32,dell,Inspiron 14,6,3,2,7,4
814617290e,asus,Zenbook 14,9,3,2,7,3
3c6feb9c9e,dell,Inspiron G15,18,5,4,11,4
35ba33da33,lenovo,IdeaPad 1,15,1,1,2,2
1a1085be33,asus,Zenbook Ux425Ea,28,5,4,7,4
288706037a,asus,Vivo Book,13,5,2,7,3
b7139c2e03,dell,Inspiron 7506,29,3,2,11,4
6da3381fb1,hp,"14"" Probook",20,3,2,7,6
93b6d05f68,acer,Aspire Fun,14,3,4,7,4
ef1e477d39,acer,Nitro 5,16,5,2,11,4
666517c050,asus,VivoBook Flip,50,3,2,7,4
baac0ce5fa,hp,15 ef1071wm,16,1,1,11,2
4867fb3d00,lenovo,Yoga 6,20,5,2,4,5
c8396e9303,dell,Vostro 3520,16,3,2,11,3
b3a4833ab5,asus,2023 Zenbook,18,5,6,7,5
1f118024c5,acer,Aspire 5,20,3,2,11,4
c19712ef90,msi,Creator 15,21,5,6,11,5
fbb00c44c9,acer,Aspire A3,13,3,2,11,3
c46f45e743,dell,Inspiron 3511,12,3,2,11,4
cf7a100c94,lenovo,LOQ 15IRH8,17,3,2,11,4
1d1f4f4a34,dell,INSPIRON 5406,32,3,2,7,4
2fe81d633f,hp,ProBook 440,31,3,4,7,4
da31aa7776,acer,Aspire 5,12,3,2,7,4
695f19e6e9,hp,Pavilion Laptop,23,3,2,11,4
eafaed7c06,lenovo,ThinkBook G3,26,5,2,11,3
8a6fd99fa1,asus,M513U Vivobook,28,3,2,11,4
a93a08cab6,lenovo,ThinkBook G3,36,3,2,11,3
5987b55cff,asus,ZenBook 14X,20,5,2,7,5
9704c312a8,asus,Zephyrus G14,21,5,4,7,4
720d49fcad,dell,Alienware M15,49,5,6,11,5
c4ca191c88,lenovo,Thinkpad X13,13,3,4,4,2
cc2f3b5536,lenovo,E41 45,46,1,1,7,5
87eabbc207,hp,Envy x360,24,5,4,7,4
97c8adeaf2,acer,Swift 3,21,5,2,7,4
938860963a,lenovo,Slim 7,13,3,3,7,4
3c72df5172,msi,Summit E16,19,5,4,11,5
284bb854fc,asus,Vivobook X1402Za,27,2,1,7,3
65a15765b4,msi,Stealth 15M,21,5,4,11,4
09029aecf9,dell,Inspiron 5400,17,5,2,7,4
5fdac4d8ff,hp,ENVY x360,19,5,2,4,4
acf361bbde,lenovo,ThinkPad Z13,16,3,4,4,4
4f0f23903b,dell,Latitude 3420,13,3,2,7,3
86b0879f91,asus,ZenBook 14,16,3,2,7,4
b8a45593f6,dell,G5 2021,69,3,2,11,4
2bef8def7b,asus,Vivobook Flip,26,5,4,7,5
c05bf7bd47,asus,ROG Strix,30,3,4,11,4
cf770e4ca7,acer,Swift 3,17,5,2,7,4
4f84a41692,acer,Swift 3,18,5,2,4,3
737728a39a,microsoft,Surface 3,11,5,4,5,4
757e745f27,acer,Aspire 3,11,5,2,11,3
2d9d4926e7,lenovo,IdeaPad Slim,8,2,2,11,3
781dc53e4f,acer,Swift 3,17,5,2,7,4
dbb99eae81,msi,Modern 14,22,3,2,7,4
7c663d28de,dell,Inspiron 3501,11,3,2,11,5
793762dc67,toshiba,Terca A40,64,1,1,7,3
703921b3c9,asus,"M513U Vivobook,15.6",7,3,2,11,4
2672a8daf8,dell,Inspiron 3511,37,5,2,11,4
381a7794a7,acer,Aspire Vero,18,3,4,11,4
5ee7a7f91c,msi,GL65 9SDK,17,5,4,11,5
46348ed116,asus,Vivobook M1503Qa,14,3,2,11,4
4c8675e9d4,dell,Inspiron 16,11,3,2,12,4
026e0cfef8,acer,Swift 5,16,5,2,7,4
9c62bce908,asus,TUF F15,21,5,4,11,4
5b75876e5a,acer,Nitro V,6,3,4,11,4
a5915a7aa4,lenovo,ThinkBook 13S,32,3,2,4,4
c152453809,lenovo,IdeaPad 3,16,3,2,11,3
a3414b8344,hp,Elitebook 835,11,5,4,4,4
aac51c27fd,lenovo,IdeaPad 3,11,3,2,11,3
85808f6c97,asus,TUF Dash,20,5,4,11,4
76cbb33540,asus,Ga401Q Zephyrus,12,5,4,7,4
1bb1a6eb5d,acer,Aspire 5,16,2,1,11,2
4f89b2031c,acer,Swift 3,26,5,2,7,4
a746fc9aae,asus,VivoBook 15,7,5,4,11,4
d83044a14e,asus,Zenbook 14,25,5,2,7,5
c1607a6dbc,asus,Vivobook Pro,42,5,4,12,5
104b8eb8e1,dell,Latitude 3420,26,3,2,7,2
65e79d1a35,msi,Modern 14,52,3,2,7,4
137b51817a,asus,G512L Rog,21,5,4,11,4
484da62d48,msi,Gf 65,18,5,2,11,4
66326cc08a,acer,Aspire 5,14,5,2,11,4
ed12d576c0,acer,Swift X/14″,51,3,2,7,4
2abe4d4320,msi,GF63 Thin,21,3,2,11,3
1104be6b60,acer,Aspire 5,28,5,2,7,4
cb42e0f1a0,hp,Omen 15,22,5,2,11,5
1b4666b507,microsoft,Surface 3,9,5,4,10,4
987e2e52b7,acer,Aspire 5,21,3,2,11,4
8007e471bc,asus,2023 Zenbook,84,3,2,7,4
e014670064,asus,ROG Strix,21,5,4,11,4
06debe35b8,asus,Creator Q530,24,5,4,11,4
25305cb05b,dell,Laptop Latitude,15,3,2,7,5
ad95eb0b54,msi,GF63 9SCSR,36,3,2,11,3
c0cba2f3d3,acer,Nitro V,11,3,2,11,4
d97169ed16,acer,Predator Helios,8,5,6,11,5
c86b3eaf6f,acer,Nitro 5,20,5,4,11,4
e248db0f45,msi,Leopard GP66,19,5,4,11,5
2890f821c1,acer,Nitro V,20,3,4,11,4
61aa6282b8,msi,Leopard GP76,22,5,4,16,5
29f571fe6d,asus,ROG Zephyrus,39,8,6,11,5
14b6c42c1d,hp,Laptop 15s,32,3,2,11,4
1b424b388c,asus,Vivobook Pro,19,8,4,12,5
7c0e19ef42,lenovo,IdeaPad Slim,22,3,2,7,5
0bce28d732,hp,Victus 15.6,30,3,2,11,4
1761a31243,asus,ROG Strix,30,5,4,11,5
a8ab0c2677,lenovo,Ideapad 3,26,3,2,7,4
60c560d4b4,lenovo,LOQ Intel,34,3,2,11,5
9115b1b291,hp,OMEN 15,32,5,4,11,5
c911352c8a,acer,Nitro V,8,3,4,11,4
b6c6300b5d,lenovo,LOQ i5,31,3,4,11,4
4db5339859,lenovo,LEGION PRO,27,5,4,11,4
2a4805cfbe,nova,Pro(16/512) |,16,5,4,11,4
9a8e4564a4,lenovo,IdeaPad Slim,37,3,2,11,4
2d9c92ac94,lenovo,IdeaPad 5,25,5,4,11,5
482a3dc9e8,asus,TUF GAMING,42,3,2,11,4
a3a76149fc,apple,Macbook Air,45,4,2,4,3
7d6bab3b51,lenovo,Legion Slim,21,5,4,11,5
ebc0eec314,hp,VICTUS 15,19,3,2,11,4
b49b8f4260,hp,Victus 16,15,5,2,11,4
396ffebcbc,acer,Aspire 7,23,3,4,11,4
accb5128ab,lenovo,LOQ I5,17,3,2,11,4
15dd6d2987,lenovo,LOQ 15IRH8,21,3,2,11,5
4bac371ee5,acer,Predator Triton,40,5,4,7,5
c131a75970,msi,Thin GF63,20,3,4,11,4
d0c3b693ad,hp,Victus 15,16,3,2,11,5
2439fdc99b,hp,Omen Gaming,11,5,2,11,4
09e639c307,acer,Predator Helios,20,5,2,11,5
45db908af9,acer,Nitro 5,22,3,2,11,4
d1031007e4,acer,Nitro 5,30,5,2,11,5
0a8898f8ff,acer,Nitro V,17,3,4,11,5
8fe94089f6,lenovo,LEGION 5,30,5,4,11,4
559980a87c,acer,Nitro 5,20,3,2,11,5
3418a7b548,acer,Nitro 5,3,5,2,11,4
79731d3d4b,asus,TUF Gaming,41,3,2,11,4
851ece84ee,asus,TUF A15,39,5,2,11,4
58f341ae5b,acer,Nitro V,16,3,4,11,5
16054b1355,acer,Nitro 5,36,5,4,11,4
ebb923f57c,msi,Modern 15,42,5,2,11,4
437ddf6653,lenovo,LOQ Gaming,16,5,4,11,4
b2d3090fde,lenovo,LOQ I5,21,3,4,11,4
1f807bf12a,asus,TUF Gaming,20,5,4,11,4
084168b46c,acer,Predator Helios,24,5,4,12,5
f2007a2352,msi,Prestige 16,25,5,4,11,5
a1757761fb,lenovo,LOQ Gaming,45,5,4,11,5
adcfc1ddd8,acer,Nitro V15,65,3,2,11,4
959f894ba9,acer,Nitro V,47,3,2,11,4
16f92dc696,asus,TUF Dash,46,5,4,11,4
42cc9b4eb5,acer,Predator Helios,20,5,2,11,5
72803a625c,asus,ROG Zephyrus,15,5,4,11,5
2a12bb08cb,acer,Aspire 5,17,3,2,11,4
1dedd2387e,acer,Predator Helios,53,5,2,11,4
36fd6728a7,apple,Macbook Air,21,6,2,6,5
d09f67aa9f,acer,Nitro V,13,5,4,11,3
812f5073b3,acer,Aspire 5,18,3,2,11,4
16bc149275,hp,Omen 16,21,5,4,11,4
c08570a548,acer,Nitro 5,31,3,2,11,4
d05f0d276b,acer,Predator Helios,31,3,2,11,4
98ac7eabd6,acer,Predator Helios,33,8,4,11,4
b0d76ca874,hp,Victus 15,47,5,4,11,5
117277779e,msi,Katana GF66,38,5,4,11,4
3f6473cdaf,acer,Nitro V15,37,5,4,11,4
3ffa2642cc,dell,Inspiron G15,21,5,4,11,4
ce358c0327,asus,TUF Gaming,38,5,4,11,4
505db58202,lenovo,Legion Pro,15,5,4,12,5
58d245f057,acer,Predator Helios,27,5,4,11,4
a835a65298,acer,Nitro 5,28,3,4,11,4
1369cc82c1,asus,Rog Strix,38,5,2,11,4
08d81c4948,acer,Predator |,47,8,2,11,4
6452b6f8ae,acer,Nitro 5,46,3,4,11,5
b8f1967583,msi,GF63 Thin,29,3,2,11,4
bf346e613d,acer,Predator Helios,29,8,4,11,4
f323f080fd,acer,Predator Helios,17,5,2,11,5
dfbc52a9a7,dell,G5 15,25,5,4,11,5
e5a5b7b1ce,dell,Gaming ,31,3,2,11,5
478e48fc27,dell,Inspiron 7306,16,5,4,4,4
fc32dfa5af,acer,Aspire 5,20,3,2,7,4
600f0a8e92,level51,GG Gaming,21,5,4,11,3
092c02983a,lenovo,Legion 5,19,5,4,11,4
d344acf483,dell,G15 5520,17,5,4,11,4
ebcfb7f49a,msi,Modern 15,26,5,2,11,4
812aa304f1,asus,ROG Strix,18,5,4,11,4
7f70aed19a,lenovo,Legion 5,19,5,6,11,5
bcfd815af8,gigabyte,AERO 16,27,5,6,12,4
c7ababce9f,lenovo,LOQ 15,23,3,2,11,6
9f9825892d,asus,Tuf Gaming,35,5,4,11,5
b1e1984278,lenovo,ThinkPad X1,24,3,4,7,4
b653851ebb,hp,Victus Ryzen,21,3,2,11,4
384ef6809a,asus,ROG Strix,38,8,4,11,4
62d8b6d77c,lenovo,New Loq,19,3,4,11,5
68fd998fe4,acer,Nitro 5,48,5,2,11,4
e53649787d,msi,Raider GE68,35,5,6,11,4
8f06acafe2,lenovo,Legion 5,31,5,2,11,6
6921c45c2b,asus,ROG Strix,24,8,4,11,4
859f22d2f5,hp,Victus 15,32,5,4,11,5
d32d2f5bc9,dell,G15 5520,26,3,4,11,4
b5a3af4eb7,msi,GF63 Thin,21,3,2,11,4
1f6cfb53e5,lenovo,LOQ 15APH8,33,5,2,11,3
5c9ee48918,acer,Nitro 5,22,3,4,11,4
ccce4ac1eb,acer,Predator Helios,36,3,2,11,3
ea682b2955,msi,Katana GF66,22,3,4,11,4
c6ac90de98,acer,Aspire 5,21,3,2,7,4
103a5c18bc,dell,Alienware M15,67,5,6,11,3
75c78aaf0b,acer,Nitro 5,20,3,4,11,4
383635578c,msi,Thin GF63,31,3,4,11,5
86af204f4c,acer,Nitro 5,30,3,4,11,4
f13c51e540,acer,Predator Helios,18,3,2,11,4
4dd7e56d6c,lenovo,Legion 5,30,5,6,11,4
23e904390a,acer,Nitro 5,31,5,2,11,4
93aca4edf1,asus,TUF Gaming,21,3,2,11,5
01c16ccdf0,acer,NITRO 5,19,3,4,11,4
37c162d6df,acer,Nitro 5,24,3,2,11,4
15f59c2a18,acer,Nitro V,38,5,2,11,4
63f07bf9fb,hp,Victus 15,30,3,2,11,4
eab28db3bf,dell,G5 15,21,5,4,11,4
556256c120,acer,Predator Helios,38,5,4,11,4
14492c1ce7,asus,ROG Zephyrus,28,5,4,12,4
21eea4f5eb,acer,Nitro 5,30,3,2,11,5
08eb543d8c,acer,Nitro 5,27,3,2,11,4
a2e42302cd,acer,Aspire 5,35,3,2,11,4
d96d4b5594,hp,Victus 15,45,3,2,11,4
9480c9e888,acer,Nitro 5,30,3,4,11,4
ea30cd41cd,msi,GF65 /,5,3,4,11,4
f12f1974df,acer,Nitro 5,11,3,2,11,4
82d2d0a3df,dell,G5 2021,32,3,2,11,4
de0871d1cc,acer,Nitro 5,5,5,2,11,4
98e883f1a6,acer,Predator Helios,19,5,2,11,3
df8d881402,msi,Modern 14,21,3,2,7,4
7c29afb1b8,asus,ROG Strix,24,8,4,16,5
8b6e1d8281,acer,Nitro 5,22,5,4,11,4
8db36a08c6,dell,Alienware M15,21,5,4,11,5
be0b38d136,acer,Nitro 5,26,3,2,11,5
46951af779,asus,Rog Zephyrus,23,5,4,11,4
435fa933c8,acer,Nitro 5,29,5,2,11,4
c2f9db7add,acer,Predator Helios,57,5,2,11,4
f1edfd3877,acer,Nitro 5,19,5,2,11,4
c26d351187,acer,Nitro 5,38,3,2,11,5
964003f498,acer,Nitro 5,37,5,2,11,5
8289cca91b,acer,Predator Helios,5,5,4,11,4
3542824b3c,acer,Nitro 5,4,3,2,11,4
e0a3c719c8,acer,nitro 5,19,3,2,10,5
4820fbed78,asus,Tuf Dash,41,3,2,11,4
9fa6e9d358,msi,Modern 14,31,3,2,15,4
6f3d983b10,lenovo,Yoga C740,36,3,2,7,4
b36db51f5b,lenovo,IdeaPad 3,28,3,4,11,4
d14da0ef07,acer,Nitro V,21,3,2,11,3
70fde28fb8,acer,Nitro V15,36,5,4,11,4
df2a6adbf9,asus,TUF Dash,34,5,4,11,4
eac9a94f76,asus,Rog Strix,13,8,4,11,4
018fb12457,hp,Victus 16,47,5,4,13,4
8c0c1e79de,acer,Aspire 7,36,3,2,11,5
c6df0081ec,msi,Katana 15,5,5,4,11,4
3aa692be92,acer,Nitro 5,37,5,2,11,4
d261163b85,hp,Pavilion X360,19,2,2,7,5
b27cd4ff90,acer,NITRO V15,23,3,2,11,4
f8b91a4e92,asus,Rog Strix,52,8,4,11,2
43453d6c79,acer,Predator Helios,23,8,4,11,4
57310589f8,acer,Nitro 5,70,3,4,11,5
bfa3dfa0ea,asus,ROG Zephyrus,19,8,4,7,5
d6ce14cb6a,acer,Nitro 5,17,5,2,11,4
491aa14f4c,asus,TUF F15,38,3,2,11,5
36f066f337,hp,Victus 16,35,5,4,13,4
00bb04341a,acer,Nitro 5,5,5,4,11,4
1fb116d3ce,acer,Predator Triton,35,5,4,7,4
7541fa278c,dell,G5 2021,23,5,4,11,4
6dcea48bc2,asus,Tuf Fx505dt,31,3,2,11,4
f37cbfa800,asus,TUF FA506IH,53,3,2,11,4
4e88464adf,asus,ROG Zephyrus,30,8,6,12,3
f5215c5109,acer,Nitro V,41,3,2,11,4
11e03c63e7,lenovo,IdeaPad Slim,36,2,2,11,5
b7f73e6a08,acer,Nitro 5,22,5,4,11,4
6fb432b06a,hp,Omen 16,60,5,4,13,3
c71bd63d89,hp,Omen 16,31,5,4,13,4
786e303e6f,asus,ROG Zephyrus,36,8,4,11,4
976d5bab93,lenovo,Legion 5,29,5,4,11,4
03e6e390f4,acer,Nitro 5,38,5,2,11,5
190690c395,acer,Aspire 3,19,3,2,11,4
326f60c438,acer,Nitro 5,54,3,2,11,4
22542b2c00,asus,TUF Gaming,29,3,2,11,5
21bdc43161,asus,ROG Zephyrus,68,8,4,11,4
8d812968ec,asus,Tuf Gaming,31,3,4,11,4
28267ed5d7,asus,TUF F15,27,5,2,11,5
a06e41db07,acer,Nitro V15,52,3,2,11,4
610be21dfa,asus,ROG Zephyrus,21,5,4,11,5
ec924eb6ac,lenovo,IdeaPad Gaming,30,3,6,11,4
aab1cc259f,lenovo,Legion 5,13,5,4,11,5
d724271391,lenovo,Legion 5,20,3,2,11,4
22ee8e38d6,acer,Nitro 5,60,5,2,11,4
be6f6aea81,asus,ROG Strix,26,5,4,12,4
0b70210218,lenovo,New Loq,9,3,4,11,4
00e1edb5a9,asus,TUF Gaming,20,8,4,11,5
cd340ceca6,acer,Aspire 5,21,5,2,11,4
aa8d2bad16,acer,Nitro 5,35,5,4,11,5
a6a39de145,acer,Nitro 5,3,3,2,11,4
4ee36c4f81,lenovo,IdeaPad 3,19,5,2,11,5
37547df75f,dell,G5 G5510,67,5,4,11,4
f35dbd41d2,hp,Pavilion 15,53,3,2,11,4
23e2e10a5d,lenovo,Legion 5,44,5,4,11,4
a60b074ad5,acer,NITRO 5,16,3,2,7,4
175a481c44,asus,Zephyrus G15,9,8,4,11,4
d192fda8aa,acer,NiTRO 5,20,3,2,11,3
2700bc9b52,msi,GF65 i7,47,5,2,11,5
a1aacfa74e,lenovo,Legion 5,40,5,6,11,4
bd194620b4,asus,TUF Gaming,33,5,4,11,4
808f45cf9e,acer,Predator Helios,14,5,4,12,4
1a485afe46,asus,TUF A15,30,8,4,11,4
3937402007,acer,Nitro 5,14,3,2,11,5
43bc3a0bf3,acer,Predator Helios,31,3,4,11,5
0d6a784c9d,acer,Nitro 5,21,5,2,11,4
c3e63abbe8,lenovo,Legion 5,8,5,4,11,4
6b25db9e7d,razer,Blade 15,13,5,4,11,5
5061e732dc,msi,GF65 10UE,24,3,4,11,4
99fef61df1,acer,Swift X,27,5,4,7,3
eb742beb80,dell,G5 2021,20,3,4,11,4
54a0245f10,asus,ROG ZEPHYRUS,24,8,4,7,4
