id,brand,model,price,processor,ram memory,display size,storage capacity
6ee467a5c4,lenovo,Flex 7,9,3,2,7,4
0c58a77d01,acer,Nitro 5,20,5,2,11,4
4fd43cf97f,dell,Vostro 3520,20,3,4,11,4
4e69ca77b3,dell,Vostro 3520(Intel,11,3,2,11,3
7bf4146fd5,acer,Aspire Lite,21,2,2,7,4
5dc2215466,asus,Expertbook B1402CBA,30,3,2,7,4
8db8b34f9b,acer,Aspire 3,5,3,2,11,4
283379d4c3,lenovo,IP 1,22,2,1,11,3
8f24e6f0c4,acer,Extensa Laptop,7,3,2,11,4
ec53eea606,asus,Expertbook B1402,17,5,4,7,4
80f47b64d5,hp,Pavilion 14,13,3,2,7,3
d1205adfe6,lenovo,Ideapad 1,20,3,2,11,3
4f3381cbef,hp,Laptop 15s,19,3,2,11,4
8239eb1801,dell,Vostro 3500,12,3,2,11,5
ffd4a74c78,asus,Vivobook S13,39,3,2,4,4
43834df971,dell,Inspiron 7300,14,5,4,4,5
3363f2efac,lenovo,V15 Intel,16,3,2,11,3
6f12d48ebf,dell,Vostro 3520,24,2,2,11,4
a29816f7c6,acer,Aspire 3,27,3,2,11,4
0e082ffda2,acer,Swift Go,10,5,4,7,5
c0e3037b5b,dell,Vostro 3400,21,2,2,7,4
ed585afd59,acer,Aspire 3/,11,3,2,11,4
40f19aa7c1,acer,nitro 5,11,5,4,11,4
d403c9631b,hp,ProBook 440,15,3,2,7,3
9f17a355bd,acer,Aspire 5,21,3,2,11,4
6e213cfdf5,asus,Vivobook Go,10,3,2,11,4
9383fadc26,lenovo,ThinkBook 14,31,3,2,7,4
a382438f47,hp,Envy x360,14,5,4,7,5
48fbc3de4f,dell,Inspiron 2,53,3,2,7,4
c8e3fe49b4,lenovo,Legion Pro,19,8,4,12,5
7f6e0411f6,acer,Nitro V,15,5,4,11,4
2d69bb9601,asus,TUF Gaming,17,3,2,11,4
9fc762851d,asus,2023 Zenbook,38,5,4,16,5
7951974fb6,lenovo,Ideapad 3,12,3,2,11,3
dedc648e66,dell,Latitude 3410,4,3,2,7,3
1894b322b6,dell,Latitude 5330,15,5,4,4,4
b8e4e5f2a7,dell,Vostro 3520,15,2,2,11,4
f041691269,acer,Nitro V,5,3,2,11,4
31d873116e,lenovo,Yoga 6,14,5,4,4,4
e577369e44,asus,Vivobook M1502Q,100,5,4,11,4
55cf949def,dell,G3 G3500,16,3,2,11,4
2fe34d71fa,hp,Envy 13,14,3,2,4,3
453dfee158,lenovo,ideapad 1,9,3,2,7,3
f7b1af8ec3,lenovo,Flex 5,24,5,2,7,5
b71eca27c7,dell,Latitude 3420,28,3,2,7,4
5912a6d172,hp,Envy x360,11,3,2,7,4
6bd21b95ff,hp,15 EF2126,35,3,2,11,4
e1441d4327,acer,I3 13th,5,2,2,11,4
8b4c2ecd83,lenovo,IP Slim,18,3,2,11,4
ce1971262a,hp,Pavilion Aero,12,3,4,4,4
fbf0b87b77,lenovo,IdeaPad Slim,14,3,2,7,4
d715e31d4e,hp,Pavilion 14,63,3,2,7,3
e815dc4551,acer,Aspire 3,43,3,2,11,4
9d5ea17237,hp,15 eh1071Auryzen,14,5,2,11,4
1f0673a6fb,hp,15s du2101TU,20,3,2,11,5
263031cabe,acer,Nitro16 (AN16,16,5,4,12,5
1afcf90a3c,lenovo,Ideapad 1,9,2,2,8,3
f6a9bdc787,dell,Inspiron 3511,14,3,2,11,4
678c6c36a5,dell,Inspiron 3511,22,3,2,11,4
19cb1c95f6,acer,Aspire 5,9,3,2,11,5
2cb3f1ad67,asus,2023 Zenbook,38,8,6,8,5
523cd5b91a,lenovo,Ideapad 3,13,2,2,7,3
98886ed2cc,dell,Vostro 3401,13,2,2,7,3
921d4904cf,dell,Lattitude 5490,10,3,2,7,3
3915d89767,asus,Vivobook 15,30,5,2,11,4
23d9e39b2f,acer,aspire 3,14,3,2,11,4
1a860ff8e7,dell,XPS 15,9,8,6,11,5
7c020c79e4,acer,A315 35,11,1,1,11,5
9fc19770a3,asus,VIVOBOOK X1504Z,17,3,4,11,5
8187808e8a,hp,NoteBook 15,11,3,2,11,4
5e511fa6e9,msi,Cyborg 15,12,5,4,11,4
2bace0ec77,dell,Latitude E5400,22,3,2,7,3
399bfa8f5a,hp,15s ,19,3,2,11,4
722b0c8b8c,lenovo,IdeaPad 1,5,5,2,7,4
4383ea288b,asus,ZenBook Laptop[UM3402Y],20,5,4,7,4
205db8790a,acer,Nitro V,14,3,2,11,4
16efb33809,asus,Vivobook Tp470,32,2,2,7,3
b75a308e9a,asus,Vivobook Go,17,2,2,7,3
2b9d17af35,lenovo,IdeaPad 1,20,3,2,7,3
429accd3d6,asus,TUF Gaming,55,5,2,11,4
7886fcfb5e,lenovo,V14 G2,10,3,2,7,3
f08f8f9e04,lenovo,Ideapad 1,21,1,2,11,3
3d69bb0c35,asus,VivoBook 15X,11,3,2,11,4
f36735bc5c,dell,Vostro 3400,9,3,2,7,5
44ba5914a5,dell,Vostro 3510,13,2,1,11,5
79f8e0a654,acer,Aspire 3,26,3,4,7,4
4c8d106733,acer,Aspire 3,18,3,2,11,4
cd8fee1032,dell,Vostro 3400,15,3,2,7,3
beba3c16b4,hp,Notebook 15S,19,3,2,11,4
9542105828,lenovo,IP3 Ryzen,15,5,2,7,3
cf66db0ffd,dell,Vostro 3510,17,3,2,11,3
7dbf4baf1b,hp,14s Laptop,11,2,2,7,3
610a18ace4,asus,VivoBook 14X,9,5,4,7,5
b0094228e4,lenovo,IdeaPad Gaming,22,3,4,11,4
cb28a66ee5,dell,Vostro 3520,24,3,2,11,4
a183ef2b33,lenovo,Idea pad,28,2,1,7,3
8d671a23e6,acer,Nitro 5,10,3,2,11,4
ba2b608371,asus,Zenbook 14X,14,3,2,7,4
00d9832ab6,hp,Pavilion Laptop,11,3,2,11,4
e0e4b502ef,dell,Vostro 3500,7,5,2,11,4
dc33283276,acer,Aspire 5,23,3,2,7,5
b2a70a2a99,lenovo,IdeaPad 1,7,1,1,7,3
003cc5d092,asus,Vivobook Go,15,2,2,7,3
a855ba578f,dell,"VOSTRO 14""",12,2,2,7,4
af8a0faecc,hp,Spectre X360,46,5,4,7,4
4b474bf02f,hp,Pavilion Ryzen,24,3,4,11,4
1480d09f3a,dell,Vostro 3520,10,2,2,11,4
f8a5079f13,acer,Aspire 3,13,5,2,7,4
8d6dc7a137,acer,A515 45,10,2,1,11,3
91b409f434,lenovo,ThinkPad L13,10,3,4,4,4
5e1d14fc18,avita,Celeron N4020,17,1,1,8,3
97ae2d14f6,hp,Probook 440,17,5,2,7,4
0488e3426f,asus,E410M 14,15,1,1,7,1
0ab18718bf,hp,ZBook Firefly,13,5,4,7,4
a8e5944266,asus,VIVOBOOK X1502Z,13,3,2,11,4
1a92727089,dell,Vostro 3520,83,3,2,11,3
eb65f686c5,asus,Vivobook X1402Z,11,3,2,7,4
1955e3f0d1,msi,Modern 14,11,5,2,7,4
bcf09682b8,asus,ROG Strix,11,5,4,11,5
2a48478409,lenovo,IP Slim,10,3,2,11,4
0413bf6f2d,asus,Expertbook Flip,19,5,4,7,4
634303440e,asus,ZenBook 14x,12,5,4,7,4
ccd5890435,dell,Vostro 3510,21,2,1,11,3
c3f024069f,dell,7506 11,9,3,2,11,3
39a690dfbc,lenovo,IP1 Ryzen5,19,3,2,11,4
ae99b63f70,lenovo,Laptop Intel,20,1,1,11,3
82970810f2,dell,Lattitude 7390,20,3,2,4,3
56b07568a2,acer,Aspire 3,33,3,2,11,4
c2f68d57b6,dell,Vostro 3520,37,2,2,11,5
d3a3f985b1,lenovo,V15 Intel,22,1,1,11,5
083bc38a97,dell,Inspiron 15,14,3,2,11,3
c916f7a162,dell,Inspiron 15,32,3,2,11,4
90a2bf7caa,lenovo,"V15 Laptop,",7,3,2,11,4
e6e171c9dc,lenovo,IdeaPad Slim,26,3,2,7,4
c5da53190d,acer,Aspire 3,8,3,2,11,4
7a0806c72b,lenovo,ThinkBook 14,9,3,2,7,4
fedf4fedf6,acer,Aspire 5,14,3,2,11,4
8848190928,dell,Vostro 3510,19,3,1,11,5
423722e93c,acer,Aspire 5,18,3,2,7,4
2f2a1d7706,acer,A315 58G,7,3,2,11,5
7aea58af7e,dell,Vostro 3510,11,2,1,11,5
80a627ce9e,lenovo,IP1 Ryzen5,34,3,2,7,3
8da7df68f8,asus,Zen Book,7,3,2,7,4
5006a03b72,dell,Inspiron 14,19,5,4,7,5
5e16ed7261,acer,A514 54,24,3,2,7,3
c19622ecbe,asus,E410M ,12,1,1,7,2
c49b37d755,acer,Aspire 3,10,3,2,11,3
199bcf7ef5,asus,ZenBook 14,10,5,4,7,5
f4260b1439,acer,Swift 3,21,5,2,7,4
6026ee1694,dell,Laptop Vostro,12,3,2,11,3
ab2917a99f,msi,Note Book,32,5,4,11,4
b192cb9d52,lenovo,Ideapad L340,12,2,1,11,5
8148fc9d31,lenovo,IdeaPad (slim),9,1,1,11,3
f608b79f0f,lenovo,IdeaPad 1,12,3,2,7,4
a641753920,acer,Extensa Laptop,15,3,2,11,4
bdb47b649f,lenovo,IdeaPad 3,20,2,2,7,3
33bea19e89,acer,Aspire 3,10,2,1,11,3
29219068b0,hp,Envy 13,17,5,2,7,4
b1cc692308,asus,TUF A15,19,5,4,11,5
85d9651794,hp,15s du2101TU/,24,3,2,11,3
14bd4d46cf,hp,Victus i5,45,3,4,11,4
10b9a77f2a,lenovo,V15 Laptop/,18,1,1,11,3
f95be54976,dell,Vostro 3520,27,3,2,11,3
142aa6ac0d,lenovo,Ideapad 1,16,1,2,11,3
34f81b31f4,dell,Vostro 7500,13,5,4,11,4
f471b17d31,acer,Swift 3,26,5,2,7,4
305e2bc7bb,hp,Elite Book,18,5,4,4,4
0b993c79d9,acer,Aspire 3,19,3,2,11,3
2b4514f655,acer,Aspire 3,18,3,2,11,4
54a8beb76c,acer,Swift 3,18,5,2,7,4
09fa4b9827,dell,Vostro 3520,17,2,2,11,4
c28e8c9829,acer,Aspire 5,22,3,2,11,4
74e7c02101,gateway,GWTN156 Ryzen,21,3,2,11,4
b3fa2f0ec6,acer,Nitro V,18,5,4,11,5
63645a68d8,hp,Elitebook 840,19,5,4,7,4
6f23b583ac,lenovo,IP1 Ryzen5,13,3,2,11,4
468be2b6b4,mi,Notebook Pro,10,3,4,7,4
7954c6b8d3,asus,VivoBook 15,14,3,2,11,4
b7f5b33749,hp,Laptop 240,14,2,2,7,4
0a70aeacd4,lenovo,IdeaPad 3,7,3,4,11,4
809e9605dc,acer,Aspire 5,17,3,2,10,3
cc1104d492,acer,Aspire 5,12,3,4,11,4
1fce4bc065,hp,14 cf2224Nia,21,3,1,7,5
9959eadc27,asus,VIVOBOOK F512J,20,3,2,11,3
3cc2cb8d21,dell,VOSTRO 3510,25,3,2,11,3
0423f97edd,dell,Vastro 3400,9,2,1,7,3
4934ba89b7,asus,Vivobook14 i5,13,3,2,7,4
ed3dc27e61,dell,Vostro 3400,17,2,2,7,3
7578af569f,hp,14 Core,12,2,2,7,3
752539d1f9,acer,Extensa 15,15,3,2,11,3
2255f2ac35,dell,Latitude 3410,10,3,1,7,5
6492849d94,dell,Vostro 3520,9,2,4,11,4
62f070457f,dell,INSPIRION 5420,15,5,4,7,4
210a734d07,lenovo,Ideapad 3,11,2,2,11,3
ce9d0bdb83,dell,Inspiron 7391,10,3,2,4,3
a255b9d130,dell,Vostro 3520,15,3,2,11,3
591b8a3422,lenovo,IP 1,19,3,2,11,4
68e7f09d88,hp,"14"" ProBook",20,3,2,7,6
5d98104ca8,dell,Vostro 3400,17,2,2,7,3
846d98498e,acer,A515 45,32,3,2,11,3
bb67fc3ce4,mi,Notebook Pro,15,3,4,7,4
b24c833f56,dell,Vostro 3520,71,3,2,11,3
2a7781175b,lenovo,Thinkpad L13,19,2,2,4,3
9b3fe03b9d,acer,Travelmate P2,8,3,2,7,4
0061fb49f2,hp,Pavilion Laptop,44,3,2,11,4
103e840619,hp,Laptop 240,15,2,2,7,4
6deaeb82f2,dell,Latitude 14,32,3,2,7,3
c12e8538ab,asus,Vivobook Pro,20,5,4,7,5
ccbde75682,lenovo,IdeaPad 3,11,2,4,7,4
1bfca5332f,acer,Aspire 5/Core,11,2,1,11,5
f99fdc1066,dell,Inspiron 3520,19,3,2,11,3
a69c19de5b,hp,14 cf2224nia,28,3,1,7,5
f0765bcfaa,dell,Vostro 3400,21,3,2,7,3
c8918c7a49,acer,Swift 3,10,3,2,7,4
5eb947cbce,dell,Inspiron 14,42,3,2,7,4
c88d9d132f,asus,Vivobook X515EA/Intel,9,2,1,11,3
38af518509,hp,Laptop 240,6,2,2,7,3
7b56f66636,dell,Inspiron 15,43,2,2,11,4
eef5e34551,lenovo,IdeaPad 1,14,3,2,11,3
e8e06ef6dc,lenovo,IP 1,16,2,1,11,3
08062d208c,acer,Aspire 5,12,2,1,7,3
c840bb03c7,acer,Aspire 5,14,5,2,7,4
05dfcc0df8,asus,Vivobook X1402Za,34,3,2,7,4
5ecbba9c06,acer,Nitro 5,23,3,2,11,3
2afc924a24,asus,VivoBook 14,11,2,1,7,3
dbbd56af39,hp,14 DQ,25,2,1,7,3
671f64f39b,acer,Aspire 5,10,3,2,11,4
81d9b1b944,dell,XPS 13,10,5,4,4,4
1219ea5fd1,dell,Inspirion 3501,18,3,1,11,5
5499d64fd4,lenovo,IdeaPad 5,18,3,2,11,3
eaa0f1392d,hp,Envy 13,9,5,2,4,4
15e96da7f1,hp,Pavilion 15eg,10,3,2,11,4
916711c9de,hp,EliteBook 845,20,3,4,7,4
417d390530,hp,Envy x360,18,3,2,7,4
a3ca8fadbf,lenovo,IP1 Ryzen5,18,3,2,7,3
9689a87c1e,dell,Vostro 3520,18,5,2,11,4
df7ceac991,hp,Laptop 240,36,2,1,7,4
2f11fd7682,lenovo,IdeaPad 1,17,3,2,7,3
1eed3ad243,acer,Aspire 3,10,2,2,11,4
aa6b479a87,dell,Inspiron 13,10,3,2,4,4
c5ccb320ed,lenovo,Flex 5,57,2,1,7,2
927cab9e9a,hp,Pavilio Power,9,5,2,11,5
9275d42715,dell,Vostro 3400,17,2,2,7,3
77385ed63f,asus,TUF Gaming,21,5,4,11,4
cdb6596d3b,acer,Aspire 3,16,2,1,11,3
bed559e240,acer,Swift3 42,9,3,2,7,4
2079a52467,dell,Vostro 3520,18,3,2,11,4
387f4c3ce8,hp,Laptop 15S,14,3,2,11,4
34427dbaf1,dell,Inspiron 3505,8,5,2,11,4
3a57f00a0f,dell,Inspiron 5410,16,3,2,7,4
3752b8b30f,hp,Pavilion 15,25,3,2,11,4
5d7f68c68e,acer,Aspire 5,15,3,2,11,4
3e09969cc8,asus,L510MA WB04,43,1,1,11,2
8f96235927,lenovo,IP 3,20,2,2,11,3
00e9bfe94c,dell,G15 5520,15,3,4,11,4
31127b1594,dell,Vostro 3510,13,3,2,11,4
bfad7e5aa0,hp,Pavilon 15eg,13,3,2,11,4
33b7da8b38,dell,Inspiron 3511,20,3,2,11,4
335ebfc040,hp,14S fq1052Au,8,2,1,7,3
fdd250e693,gateway,(By Acer),52,3,4,7,4
6d061748e2,asus,Expertbook B1402CB,19,3,2,8,4
87c62df521,dell,Inspiron 16,21,5,4,11,4
586b80cc96,asus,ZenBook 14,11,5,4,7,5
8c04b41bd2,acer,Aspire 3,12,3,2,11,4
c35acdea5a,acer,Aspire 3,13,3,2,11,4
04398e9b84,dell,Latitude 5330,15,5,4,4,3
a8120c1cb0,dell,Inspiron 7430,39,3,2,7,4
5aee20e126,lenovo,Legion 5,18,5,4,11,4
24473929c5,asus,VivoBook 14,11,3,2,7,4
70d90ef58b,asus,VivoBook S,7,5,2,7,4
5e408c70ce,dell,Vostro 3400,10,3,2,7,3
8c0e81812b,hp,14 Dk1031Dx,11,2,2,8,5
2cbf5b0a3a,acer,Aspire 3,19,2,1,7,5
301735f0b1,acer,Aspire 3,18,3,1,11,5
08dda856a4,dell,Inspiron 15,14,2,1,11,5
9cd865f249,hp,14 DQ,25,3,2,7,3
9dc3cbdd79,lenovo,IP1 Ryzen5,23,3,2,7,4
5350a93997,msi,Modern 14,19,3,2,7,4
f720f9a00a,hp,15 ef2126wm,16,3,2,7,3
df30858144,dell,Inspiron 3511,5,2,2,11,3
87556e9f51,hp,pavilion 15,10,3,2,11,4
cd496cd17d,asus,Vivobook X1402Z,16,3,2,7,4
b18f1ad744,lenovo,IdeaPad Slim,13,3,2,11,4
0c4501d7c6,dell,Inspiron 16,10,5,2,13,4
a374cfb3ba,asus,ZenBook Q507IQ,17,5,2,11,3
c88ce77349,asus,TUF Dash,18,5,4,11,5
eb52356c7d,lenovo,Ideapad 3,69,2,2,11,3
5c7a551dd6,acer,Aspire 3,13,2,1,11,5
7df6e4fb5a,lenovo,Yoga 6,19,3,4,4,3
d9501338e8,lenovo,IdeaPad Slim,18,3,2,7,4
32f930f131,lenovo,IP1 Ryzen5,12,3,2,7,3
13c0214f49,hp,14Z Laptop,23,3,2,7,3
d8a7c069b2,acer,Aspire 5,16,2,1,11,5
50b7b17a9d,dell,Inspiron 7405,11,3,2,7,3
77f5ea1827,dell,Inpiron 5406,14,3,2,7,3
af6f0e17c7,dell,Inspiron 14,9,5,4,8,4
6d7bb02a8a,hp,15 AMD,23,5,2,10,4
607e35dfc7,dell,Inspiron 7391,12,3,2,4,3
ad14801de9,dell,Inspiron 3501,26,3,2,11,3
f5bbabe98a,asus,ZENBOOK DUO,20,5,4,7,5
c465ddf20e,dell,Vostro 3400,19,2,2,7,4
edc26df249,asus,Vivobook Q530V,12,5,4,11,4
014b238dec,dell,Inspiron 15,15,3,2,11,4
bc0cf0f70c,acer,Aspire 3,16,2,1,11,3
0f8518c2d0,lenovo,Flex 7,10,3,2,7,4
8eea7af8e8,lenovo,Thinkpad L14,17,3,6,7,5
fc740e5398,lenovo,IdeaPad 3,12,3,2,11,3
fd216a1591,acer,Aspire 3,56,3,2,11,4
1ff593f3c7,asus,Zenbook Flip,23,5,4,11,5
59c8f569d2,asus,Vivobook K513Ea,24,3,2,11,4
5434937172,dell,Latitude 13inch,35,3,2,4,3
59bb066286,lenovo,IdeaPad 1,14,1,2,7,2
798d26c2fa,msi,Modern 14,14,3,2,7,3
082519c9dc,lenovo,Slim 7,13,3,2,7,4
24a5202dae,lenovo,Thinkbook I512th,16,3,2,7,3
a9ae397dbf,dell,INSPIRON 5510,22,3,2,11,3
44e89a17e2,dell,Inspiron 14,38,3,2,7,4
c60269cfab,lenovo,IP 3,26,3,2,7,3
c644f762ad,acer,Swift 3,54,3,4,7,4
4ff7659ea2,acer,Swift 3,6,5,4,7,4
ed0598f77e,dell,Latitude 7370,48,5,4,4,4
c5c272f5c9,acer,Aspire 3,8,2,2,11,4
6528f6626c,msi,Note Book,12,5,2,7,3
c28b241635,asus,L510 /,21,1,1,11,2
bdb0354b45,dell,Vostro 3400,18,3,2,7,5
93df70c34f,asus,Zenbook Q507Iq,11,5,2,10,3
f8e79bcc60,lenovo,ThinkPad P14S,15,5,4,7,4
92a844d8e1,acer,Aspire 3,11,3,2,11,4
35c65e9c26,hp,Laptop 15s,14,5,2,11,4
2a8d98a5a3,acer,Extensa 15,11,3,2,11,3
d5a29b2101,dell,3501 i5,9,3,2,11,3
ed1b8f0511,hp,15s du2101TU,12,3,2,11,5
04e5c813b7,acer,Aspire 5,5,3,2,7,4
cdee43e940,lenovo,LOQ 15IRH8,23,3,2,11,4
5a068c12d7,acer,Aspire 3,11,3,2,10,4
0f44f0db97,lenovo,ThinkPad E14,9,3,4,7,4
96724a4f10,hp,Laptop 15,18,3,2,10,3
e684c28efa,dell,Vostro 3510,25,5,2,11,4
a5edfcf5f9,dell,Vostro 3400,20,3,2,7,5
ad55a1495d,lenovo,Ideapad Slim,17,2,2,11,3
7dc9882627,acer,Swift Go,41,5,4,7,4
60ca499c48,lenovo,IP 3,34,3,2,7,3
129dd45ad9,dell,XPS 13,23,5,4,4,4
a0e2d9a436,dell,XPS 13,19,5,6,4,5
9b5808dd2b,dell,Latitude 5310,15,3,2,4,3
a2f7a3cbdc,hp,Pavilion x360,14,3,2,7,3
672fddc5a8,lenovo,ThinkPad Z16,11,5,4,11,4
adacfe7912,lenovo,2023 Yoga,38,5,4,7,4
a204b7f7e3,acer,Travelmate P2,12,3,2,7,4
e9fcbde556,acer,Aspire 3,16,2,1,7,3
f107dde7d5,lenovo,V15 With,9,5,4,11,4
4362426415,dell,Vostro 15,21,3,2,11,3
4f742d85fe,lenovo,IP 1,10,3,2,11,4
e9ec4cadbd,asus,Vivobook Go,9,3,2,11,3
1a536b536f,asus,ROG Zephyrus,22,5,4,12,4
63072e6f73,lenovo,5 14ALC05,14,5,2,7,4
d3cb2cfff5,acer,Aspire 5,14,2,1,11,5
e69f0dc73a,lenovo,Ideapad 3,48,2,1,7,3
8176fe5a8c,dell,Inspiron 3501,20,3,2,7,3
0cd8e53dc0,hp,Laptop 240,8,2,2,7,4
d3a9855cbc,lenovo,YOGA 6,16,3,2,4,4
16c859e9ba,lenovo,IdeaPad Slim,10,2,2,11,3
c1f54692e2,dell,Latitude 3340,12,2,2,7,3
b1109c4c8a,asus,Zenbook Duo,45,5,4,7,5
32a014ee05,asus,Vivobook X413Ja,19,2,1,7,2
6c1a579d1d,dell,Latitude 3420,40,3,2,7,5
beafac56c6,lenovo,ThinkPad P14,17,5,4,7,4
d2698929c4,razer,"Blade 15,",20,5,4,11,4
022a79f676,acer,Aspire 3,10,2,1,7,3
11ddd495d5,acer,Predator Helios,12,5,2,11,5
9f3984b735,acer,Aspire 5,11,5,4,11,4
e69d0e6a46,dell,Vostro 3400,39,3,2,11,3
5dede64414,dell,Inspiron 15,14,3,2,11,4
be1c0dec79,lenovo,ideapad Slim,19,2,2,11,3
a954a2989b,acer,Aspire 5,21,3,2,11,3
5b6935a88c,acer,Aspire 5,11,5,2,11,4
07a3ebc8bc,dell,Vostro 3520,25,3,2,11,3
4b5bcbc54e,lenovo,IdeaPad Slim,9,3,2,11,4
79ae0ead61,dell,Vostro 3400,15,5,2,7,4
20c8a8a992,dell,Latitude 3420,9,5,6,7,4
1f8a124b36,dell,Vostro 3400,21,3,2,7,5
b8ecc4813a,acer,Aspire 3,9,2,1,7,3
573ac64dda,dell,Inspiron 5310,39,3,2,4,4
cb38a0b0ef,acer,Swift3 Laptop,18,5,2,5,4
2c2fee778a,dell,Vostro 3510,20,3,2,11,4
b60372850f,dell,7501 10th,13,3,2,11,3
3ffe2b488f,msi,Modern 14,20,5,2,7,4
9f7db5ce9d,lenovo,Yoga Slim,21,3,4,7,4
4682fa8360,dell,Vostro 3520,10,3,2,11,4
a15e729b7e,lenovo,IP1 Ryzen5,13,3,2,11,3
80dbd514b0,acer,Aspire 5,12,3,2,7,4
3eccde0ca4,acer,Swift 3,20,3,2,7,3
9b468f91d0,hp,14 ,38,2,1,7,5
36e3ad9562,lenovo,3 With,27,3,2,7,3
91aa1df31a,dell,Inspiron 14,16,3,2,7,4
a983e87977,lenovo,Yoga Slim,26,5,4,7,5
cfbaccecff,dell,Latitude 3420,12,3,2,7,3
b4af472e8a,dell,Inspiron 3511,14,3,2,7,4
67c3a957a0,lenovo,IdeaPad 5,12,3,4,7,4
6d9e9e8b02,lenovo,Thinkpad L14,10,3,6,7,5
602451418f,dell,Vostro 3520,16,3,2,11,3
7111641d1a,acer,Swift 3,15,5,2,7,4
d2022cfa79,acer,Aspire 5,11,3,2,7,4
03ff533cf7,asus,Expertbook With,8,5,6,7,5
ef0a0964f3,dell,Inspiron 5415,14,3,2,7,3
4d46e986b2,asus,VivoBook 14,14,3,2,7,4
4396d8d003,asus,Zenbook 17,48,5,2,16,5
3f34f31dda,asus,Zenbook 14,15,5,4,7,5
0decd2d019,hp,Envy x360,10,5,3,11,4
3ca76fec90,asus,VivoBook 14,13,3,2,7,4
a4fb03d83c,dell,Vostro 3400,26,3,4,7,5
fefc4a80e7,hp,Envy x360,30,5,2,4,4
9498608c3a,asus,Vivobook F415Ea,18,3,2,7,3
dbabd93a52,dell,Vostro 3510,17,3,2,11,3
53396801ce,asus,X515 i5,12,3,2,11,4
8348f0a758,asus,ZenBook 14,17,3,4,7,4
f14332287d,msi,GP66 Leopard,31,5,4,11,5
97ce529e53,hp,Envy i7/12th,30,5,2,4,4
904545c27e,acer,Aspire 5,15,3,2,7,4
a3d433dddf,avita,Liber Intel,12,3,2,7,3
b602359d91,dell,Latitude 5490,21,3,2,7,3
35a0fbe0b3,hp,14s cf3063,47,2,1,7,5
11ff3e51c1,lenovo,IdeaPad Gaming,10,3,4,11,4
e2364939fe,lenovo,IP1 Ryzen5,10,3,2,11,3
f9c9028eff,lenovo,IdeaPad 3,12,2,4,7,3
32d05974d8,asus,Vivo Book,18,3,2,7,4
18404319a0,dell,Inspiron 7430,14,3,2,7,4
475ca028d1,dell,Inspiron 7306,11,5,4,4,4
1987376b87,asus,Vivobook Flip,17,3,2,7,4
fe1d611f94,asus,Vivobook X415Ep,26,5,2,7,4
15ebdefe83,dell,G5 15,20,5,4,11,4
def5cd1385,asus,TUF F15,16,3,2,11,4
2db7c8f187,dell,Vostro 3510,11,3,2,11,3
7b69ed89d2,acer,Aspire 3,13,2,1,11,3
d8d9f5cc74,lenovo,IDEAPAD FLEX,38,5,4,7,4
4916088717,lenovo,IdeaPad 3,24,2,2,8,3
d05c9d78e8,hp,Envy x360,20,3,2,11,3
f776a20a60,dynabook,Tecra Toshiba,39,1,1,7,2
42a1842643,dell,7501 10th,13,5,2,11,4
94e68380b8,acer,I7 13Th,39,5,2,11,4
c3a7c70b94,lenovo,IdeaPad Flex,34,3,4,7,4
a9f41ba2f7,lenovo,Ideapad 3,14,3,2,11,4
8be2665531,asus,Expertbook B1400,32,5,6,7,3
94e4793e52,acer,Aspire 5,18,5,2,7,4
fd4051fdd7,dell,Inspirion 3501,16,3,2,11,4
f6b2b371b8,acer,Aspire 5,42,3,2,7,4
1ab46204b4,hp,"14"" Probook",11,5,4,7,5
baaeb84ee7,lenovo,IdeaPad 5,14,3,2,11,4
8fa2999ed2,dell,Latitude 3510,9,3,1,11,5
5e4c345cfb,hp,15 eh1071AURyzen,13,5,2,11,4
4c70f37d31,asus,ROG Strix,28,5,4,11,4
aa2f667ec5,dell,Inspiron 5406,12,5,2,7,4
75595cfd20,dell,Inspiron 5410,35,5,4,7,4
c35227598d,asus,VivoBook Flip,25,3,2,7,4
553a8542e6,dell,Vostro 3400,17,2,1,7,3
65b6bb34fd,lenovo,IDEAPAD 3,21,3,2,11,3
975809a738,hp,240 G7/HP,5,2,1,7,5
2d26f90c91,dell,Vostro 3520,24,3,2,11,3
6ab2059db8,lenovo,Yoga Slim,11,5,4,7,5
f6bf4d56c7,honor,Magic Book,11,3,2,11,4
8da49908cf,acer,Aspire 5,22,5,2,11,4
eda5c09fcc,dell,Inspiron 3511,13,3,2,11,4
8e6e73daf3,hp,15 AMD,14,5,2,10,4
3fa441e2ed,hp,15 fq,36,3,2,11,4
21b21fcea0,lenovo,ThinkBook G2,17,3,2,11,3
bd528077ba,dell,3520 i5,10,3,2,11,3
bd3fc60511,asus,ZenBook S13,29,5,4,4,5
bbdaeab3db,msi,GL65 Leopard,7,5,4,11,5
23b403cbc7,acer,TravelMate I5,16,3,2,7,3
e5d0b975d2,hp,Laptop 15s,13,5,2,11,4
ed3254f179,honor,MagicBook X,23,3,2,11,4
da4aab22eb,hp,ELITEBOOK 840,6,5,4,7,4
cbc78bcecd,hp,LAPTOP 14S,13,3,2,7,4
c762c5bc21,acer,Swift 3,13,5,2,7,4
9fb58dba4d,asus,X145E Intel,12,3,2,7,4
ac4a99dc91,lenovo,ideapad slim,8,3,2,11,4
5588d0100f,hp,Laptop 348,24,3,2,7,4
