Date,Actual Price,Discount Price
2024-04-29,49500,49500
2024-05-01,49500,49500
2024-05-04,49500,49500
2024-05-05,49500,49500
2024-05-07,49500,49500
2024-05-09,49500,49500
2024-05-11,49500,49500
