Date,Actual Price,Discount Price
2024-04-29,64500,64500
2024-05-01,64500,64500
2024-05-04,64500,64500
2024-05-05,64500,64500
2024-05-07,64500,64500
2024-05-09,64500,64500
2024-05-11,64500,64500
2024-05-13,64500,64500
