Date,Actual Price,Discount Price
2024-04-29,59000,48500
2024-05-01,59000,48500
2024-05-04,59000,48500
2024-05-05,59000,48500
2024-05-07,59000,48500
2024-05-09,59000,48500
2024-05-11,59000,48500
